Date,Dangote_cement,Mtn
07/22/20,122,119
07/21/20,122,119
07/20/20,126,118
07/17/20,126,118
07/16/20,126,118
07/15/20,126,115
07/14/20,126,115
07/13/20,126,115
07/10/2020,126,116.1
07/09/2020,126,115
07/08/2020,126,115
07/07/2020,126,115
07/06/2020,127,116
07/03/2020,127,116
07/02/2020,127,116
07/01/2020,127,116
06/30/20,127,117.5
06/29/20,128,117.5
06/26/20,128,117.5
06/25/20,130,117.5
06/24/20,130,118
06/23/20,130,118
06/22/20,130,116.1
06/19/20,130,116.1
06/18/20,139,115.5
06/17/20,139,115
06/16/20,139,115
06/15/20,139,116
06/11/2020,139,118
06/10/2020,139,118
06/09/2020,139,118
06/08/2020,139,118
06/05/2020,139,116
06/04/2020,141.9,116
06/03/2020,140.5,118
06/02/2020,141,116.5
06/01/2020,139,116
05/29/20,139,116
05/28/20,138.5,116
05/27/20,137.3,115
05/22/20,150,115
05/21/20,150,111
05/20/20,150,111
05/19/20,147.5,111
05/18/20,143.5,111
05/15/20,143.5,109.5
05/14/20,146,110
05/13/20,143.5,110
05/12/2020,143.5,111.6
05/11/2020,150,112
05/08/2020,150,112
05/07/2020,150,120
05/06/2020,143.8,120
05/05/2020,143,120
05/04/2020,130,116
04/30/20,130,112
04/29/20,130,107.4
04/28/20,130,104.9
04/27/20,130,104.9
04/24/20,130,104
04/23/20,131.5,100
04/22/20,136,100
04/21/20,136,100
04/20/20,136,100
04/17/20,136,101.5
04/16/20,136,101.5
04/15/20,133.1,98
04/14/20,121,98
04/09/2020,117,95
04/08/2020,117,95
04/07/2020,117,94.8
